,target,sms,sms_clean,num_characters,num_words
4601,1,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing,97,23
4602,0,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg   txt   call no   86888   claim reward 3 hours talk time use phone   subscribe6gbp   mnth inc 3hrs 16 stop txtstop,144,32
4603,1,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",hey j   r u feeling better   hopeso hunny   amnow feelin ill   ithink may tonsolitusaswell   damn iam layin bedreal bored   lotsof luv xxxx,153,34
4604,1,And I don't plan on staying the night but I prolly won't be back til late,and i n t plan staying night i prolly wo n t back til late,73,18
4605,1,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx 4 puttin da fone down on me    ,35,10
4606,1,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",i need 8th i  m campus atm   could i pick hour two  ,72,21
4607,1,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh     haha     den shld went today     gee   nvm la     kaiez   dun mind goin jazz oso     scared hiphop open ca nt catch    ,134,34
4608,1,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,been running managed 5 minutes needed oxygen   might resort roller option  ,106,21
4609,1,We live in the next  &lt;#&gt; mins,we live next     lt   gt   mins,35,10
4610,1,Y de asking like this.,y de asking like  ,22,6
4611,1,Just glad to be talking to you.,just glad talking  ,31,8
4612,1,Wat time ü finish?,wat time ü finish  ,18,5
4613,1,Sorry da. I gone mad so many pending works what to do.,sorry da   i gone mad many pending works  ,54,14
4614,1,How much you got for cleaning,how much got cleaning,29,6
4615,1,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,favourite person today   r u workin hard   could n t sleep last nite nearly rang u 4 30,101,23
4616,0,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz   win super sony dvd recorder canname capital australia   text mquiz 82277   b,108,23
4617,1,Ü called dad oredi...,ü called dad oredi    ,21,5
4618,1,Good. do you think you could send me some pix? I would love to see your top and bottom...,good   think could send pix   i would love see top bottom    ,89,22
4619,1,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm     i  m going wear sport shoes anyway     i  m going late leh  ,75,20
4620,1,"Sorry, I'll call later In meeting.",sorry   i  ll call later in meeting  ,34,9
4621,1,THIS IS A LONG FUCKIN SHOWR,this is a long fuckin showr,27,6
4622,1,"Received, understood n acted upon!",received   understood n acted upon  ,34,7
4623,1,They finally came to fix the ceiling.,they finally came fix ceiling  ,37,8
4624,1,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",u need presnts always bcz u ca nt mis love     jeevithathile irulinae neekunna prakasamanu sneham   prakasam ennal prabha   that mns prabha is love   got   do nt mis     ,170,36
4625,1,Jus finish blowing my hair. U finish dinner already?,jus finish blowing hair   u finish dinner already  ,52,11
4626,1,I'm on the bus. Love you,i  m bus   love,24,8
4627,1,Lol ... I knew that .... I saw him in the dollar store,lol     i knew      i saw dollar store,54,13
4628,0,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative 0800 169 6031 10am 9pm won guaranteed   1000 cash   5000 prize  ,137,26
4629,0,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda numbers ending 7634 selected receive   350 reward   if match please call 08712300220 quoting claim code 7684 standard rates apply  ,165,31
4630,1,Only saturday and sunday holiday so its very difficult:),only saturday sunday holiday difficult   ,56,10
4631,1,Everybody had fun this evening. Miss you.,everybody fun evening   miss  ,41,9
4632,1,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money   want go grand nature adventure galileo little bit  ,89,20
4633,1,"I'm in a meeting, call me later at",i  m meeting   call later,34,10
4634,1,Oh wow thats gay. Will firmware update help,oh wow gay   will firmware update help,43,10
4635,1,These won't do. Have to move on to morphine,these wo n t   have move morphine,43,11
4636,1,How come i din c ü... Yup i cut my hair...,how come din c ü     yup cut hair    ,42,13
4637,1,K k pa Had your lunch aha.,k k pa had lunch aha  ,26,8
4638,1,Oh ho. Is this the first time u use these type of words,oh ho   is first time u use type words,55,14
4639,1,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tv    drunken   ,66,13
4640,1,Of course. I guess god's just got me on hold right now.,of course   i guess god  s got hold right  ,55,15
4641,1,Do you hide anythiing or keeping distance from me,do hide anythiing keeping distance,49,9
4642,1,Havent.,have nt  ,7,3
4643,0,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,you ripped   get mobile content www clubmoby com call 08717509990 poly   true   pix   ringtones   games six downloads 3,143,28
4644,1,Sorry i din lock my keypad.,sorry din lock keypad  ,27,7
4645,1,Did u got that persons story,did u got persons story,28,6
4646,1,Are you planning to come chennai?,are planning come chennai  ,33,7
4647,0,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,we tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705,155,29
4648,1,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands    now plz nt ask created much gap legs      ,157,36
4649,1,We are okay. Going to sleep now. Later,we okay   going sleep   later,38,10
4650,1,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect e   threats   sib never asks sensitive information like passwords   atm   sms pin thru email   never share password anybody  ,159,31
4651,1,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,finally happened      aftr decades      beer cheaper petrol   the goverment expects us   drink         but n t   drive  ,135,34
4652,0,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,a   400 xmas reward is waiting for you   our computer randomly picked loyal mobile customers receive   400 reward   just call 09066380611,156,31
4653,1,Where r e meeting tmr?,where r e meeting tmr  ,22,6
4654,1,Lol yes. But it will add some spice to your day.,lol yes   but add spice day  ,48,13
4655,1,Hope you are having a great day.,hope great day  ,32,8
4656,1,Our Prasanth ettans mother passed away last night. Just pray for her and family.,our prasanth ettans mother passed away last night   just pray family  ,80,16
4657,1,"K, I'll work something out",k   i  ll work something,26,7
4658,0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private   your 2003 account statement shows 800 un   redeemed s  i  m  points   call 08718738002 identifier code   48922 expires 21 11 04,136,25
4659,1,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,this message great doctor india      1   do drink appy fizz   it contains cancer causing age,106,23
4660,1,I cant pick the phone right now. Pls send a message,i ca nt pick phone right   pls send message,51,13
4661,1,You call him and tell now infront of them. Call him now.,you call tell infront   call  ,56,14
4662,1,Ok no prob...,ok prob    ,13,4
4663,1,Ladies first and genus second k .,ladies first genus second k  ,33,7
4664,1,No. Yes please. Been swimming?,no   yes please   been swimming  ,30,8
4665,1,Mum not going robinson already.,mum going robinson already  ,31,6
4666,1,Ok set let u noe e details later...,ok set let u noe e details later    ,35,9
4667,1,Not..tel software name..,not    tel software name   ,24,6
4668,1,I send the print  outs da.,i send print   outs da  ,26,8
4669,1,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums 2nite what about 2moro,49,10
4670,1,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",when i born   god said     oh no   another idiot     when born   god said     oh no   competition     who knew   one day two become freinds forever  ,159,43
4671,1,"I didnt get ur full msg..sometext is missing, send it again",i nt get ur full msg    sometext missing   send,59,15
4672,1,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably   i  m almost gas i get cash tomorrow,64,15
4673,0,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement   we recently tried make delivery unable   please call 07099833605   schedule   ref 9280114,152,29
4674,1,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,i forgot 2 ask ü smth    there  s card da present lei     how   ü want 2 write smth sign  ,107,30
4675,1,I'm leaving my house now.,i  m leaving house  ,25,7
4676,0,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe chloe   r u   i smashed saturday night   great   how weekend   u missing   sp visionsms com text stop stop 150p   text,160,39
4677,1,Ü ready then call me...,ü ready call    ,23,6
4678,1,Wewa is 130. Iriver 255. All 128 mb.,wewa 130   iriver 255   all 128 mb  ,36,11
4679,1,It is a good thing I'm now getting the connection to bw,it good thing i  m getting connection bw,55,13
4680,1,Sry da..jst nw only i came to home..,sry da    jst nw came home   ,36,11
4681,1,"That's cool he'll be here all night, lemme know when you're around",that  s cool  ll night   lemme know  re around,66,16
4682,1,Are you staying in town ?,are staying town  ,25,6
4683,1,"Haha yeah, 2 oz is kind of a shitload",haha yeah   2 oz kind shitload,37,10
4684,1,Ok u can take me shopping when u get paid =D,ok u take shopping u get paid  d,44,11
4685,1,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means lot   not i love life   but i love people life   the world calls friends   i call world        ge       ,160,41
4686,1,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright  ll bring   see like     lt   gt     mins,63,18
4687,1,But pls dont play in others life.,but pls nt play others life  ,33,9
4688,1,Eatin my lunch...,eatin lunch    ,17,4
4689,1,Hmmm.but you should give it on one day..,hmmm but give one day   ,40,9
4690,1,"Didn't try, g and I decided not to head out",did n t try   g i decided head,43,12
4691,1,Ok no prob,ok prob,10,3
4692,1,Surly ill give it to you:-) while coming to review.,surly ill give you     coming review  ,51,12
4693,1,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",by march ending   ready   but call sure   the problem capital never complete   how far   how  s work ladies,154,36
4694,1,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy    pls favor   pls convey birthday wishes nimya    pls dnt forget   today birthday shijas,113,26
4695,1,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls give food preferably pap slowly loads sugar   you take hour give   and water   very slowly  ,147,34
4696,0,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent   your mobile no 07808726822 awarded   2 000 bonus caller prize 02 09 03   this 2nd attempt contact you   call 0871   872   9758 box95qu,154,33
4697,1,A guy who gets used but is too dumb to realize it.,a guy gets used dumb realize  ,50,13
4698,1,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",okey dokey   i ll bit sorting stuff  ,62,15
4699,1,Don no da:)whats you plan?,don da  whats plan  ,26,6
4700,1,Yes fine ,yes fine,9,2
4701,0,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win   we winner   mr  t  foley ipod   more exciting prizes soon   keep eye ur mobile visit www win 82050 co uk,132,29
4702,1,I liked the new mobile,i liked new mobile,22,5
4703,1,Anytime...,anytime    ,10,2
4704,1,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm   snuggles         deep contented sigh         whispers       i fucking love much i barely stand    ,124,29
4705,1,Yar but they say got some error.,yar say got error  ,32,8
4706,1,Hey anyway i have to :-),hey anyway    ,24,6
4707,1,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow healthy   old airport rd lor   ca nt thk anything else   but  ll b bathing dog later  ,95,25
4708,1,Wif my family booking tour package.,wif family booking tour package  ,35,7
4709,1,"Did you say bold, then torch later. Or one torch and 2bold?",did say bold   torch later   or one torch 2bold  ,59,15
4710,1,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome   i might need take   doin tonight  ,73,18
4711,1,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl giv    ok thanks kano    anyway enjoy wit ur family wit 1st salary           ,88,23
4712,1,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh slow tot u reach long ago liao     u 2 days 4 leh    ,77,21
4713,1,Thats cool princess! I will cover your face in hot sticky cum :),that cool princess   i cover face hot sticky cum   ,64,15
4714,1,Big brother‘s really scraped the barrel with this shower of social misfits,big brother s really scraped barrel shower social misfits,74,12
4715,1,Oops i thk i dun haf enuff... I go check then tell ü..,oops thk dun haf enuff     i go check tell ü   ,54,15
4716,1,S:)8 min to go for lunch:),s  8 min go lunch   ,26,7
4717,1,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey   what happened   u switch ur cell whole day   this nt good   now u care   give call tomorrow  ,112,31
4718,1,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k   addie   amp   i art i  ll get home,77,22
4719,1,My uncles in Atlanta. Wish you guys a great semester.,my uncles atlanta   wish guys great semester  ,53,12
4720,1,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo     her lesson early     i  m still sleepin   haha     okie   u go home liao den confirm w lor    ,102,26
4721,1,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,forgot tell ü smth    can ü like number sections  s clearer   ,77,18
4722,1,"Yup. Anything lor, if u dun wan it's ok...",yup   anything lor   u dun wan  s ok    ,42,13
4723,1,"I'm home, my love ... If your still awake ... *loving kiss*",i  m home   love     if still awake       loving kiss  ,59,16
4724,1,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach   my cake tasts lush  ,32,8
4725,0,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game   get rayman golf 4 free o2 games arcade   1st get ur games settings   reply post   save   activ8   press 0 key arcade   termsapply,153,35
4726,1,"There'll be a minor shindig at my place later tonight, you interested?",there  ll minor shindig place later tonight   interested  ,70,15
4727,1,Jason says it's cool if we pick some up from his place in like an hour,jason says  s cool pick place like hour,70,17
4728,0,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had mobile 10 mths   update latest camera   video phones free   keep ur same number   get extra free mins   texts   text yes call,143,34
4729,1,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,i   career tel   added u contact indyarocks com send free sms   to remove phonebook   sms no     lt   gt  ,124,30
4730,1,I've reached already.,i  ve reached already  ,21,5
4731,1,I dont know ask to my brother. Nothing problem some thing that. Just i told .,i nt know ask brother   nothing problem thing   just told  ,77,19
4732,1,K:)eng rocking in ashes:),k  eng rocking ashes   ,25,5
4733,1,Wat time r ü going to xin's hostel?,wat time r ü going xin  s hostel  ,35,10
4734,1,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morning dear shijutta             have great   amp   successful day  ,75,15
4735,0,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 chance 2 win orig arcade game console   press 0 games arcade   std wap charge   see o2 co uk games 4 terms   settings   no purchase,154,32
4736,1,Oh k:)after that placement there ah?,oh k  after placement ah  ,36,7
4737,1,"Not for possession, especially not first offense",not possession   especially first offense,48,8
4738,1,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt driving even many reasons called bbd    thts chikku   hw abt dvg cold    heard tht vinobanagar violence hw condition    hw ru   any problem  ,175,39
4739,1,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,i bought test yesterday   its something lets know exact day u ovulate when get 2u 2 3wks   but pls pls nt fret   i know u r worried   pls relax   also anything ur past history u need tell  ,237,56
4740,1,We have pizza if u want,we pizza u want,23,6
4741,1,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",i keep seeing weird shit bein   woah   realising  s actually reasonable i  m   oh  ,101,24
4742,1,Many more happy returns of the day. I wish you happy birthday.,many happy returns day   i wish happy birthday  ,62,14
4743,1,Ya very nice. . .be ready on thursday,ya nice      be ready thursday,37,9
4744,1,I am in hospital da. . I will return home in evening,i hospital da     i return home evening,52,13
4745,1,Thinking of u ;) x,thinking u    x,18,5
4746,0,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera   you awarded sipix digital camera   call 09061221066 fromm landline   delivery within 28 days  ,106,20
4747,1,Orh i tot u say she now still dun believe.,orh tot u say still dun believe  ,42,11
4748,1,"When you just put in the + sign, choose my number and the pin will show. Right?",when put   sign   choose number pin show   right  ,79,20
4749,1,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,the beauty life next second    hides thousands secrets   i wish every second wonderful ur life         gud n8,133,30
4750,1,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx   a bday drinks 2 nite   2morrow   take care c u soon xxx,91,21
4751,1,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",if  re still   maybe leave credit card i get gas i get back like told,99,25
4752,0,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,your weekly cool   mob tones ready download   this weeks new tones include   1   crazy frog   axel f       2   akon   lonely       3   black eyed   dont p       more info n,160,49
4753,1,Well boy am I glad G wasted all night at applebees for nothing,well boy i glad g wasted night applebees nothing,62,13
4754,0,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbin co uk   get lots cash weekend     www cashbin co uk dear welcome weekend we got biggest best ever cash give away     these   ,155,31
4755,1,Ok lor... Or u wan me go look 4 u?,ok lor     or u wan go look 4 u  ,34,12
4756,1,U wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch  m da canteen  ,40,12
4757,1,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,do n t make life stressfull    always find time laugh    it may add years life   but surely adds life ur years     gud ni8    swt dreams   ,157,38
4758,1,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey   looks like i wrong one kappa guys numbers still phone   want i text see  s around,133,33
4759,0,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent   your mobile number awarded   2000 prize guaranteed   call 09061790121 land line   claim 3030   valid 12hrs 150ppm,143,28
4760,0,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,thanks 4 continued support your question week enter u in2 draw 4   100 cash   name new us president   txt ans 80082,138,30
4761,1,I'm home. Doc gave me pain meds says everything is fine.,i  m home   doc gave pain meds says everything fine  ,56,14
4762,1,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),it  s é   140 ard     é rest ard   180 least     which é price 4 é 2 bedrm     900  ,89,29
4763,1,Me too! Have a lovely night xxx,me   have lovely night xxx,31,8
4764,1,Prepare to be pleasured :),prepare pleasured   ,26,5
4765,1,Hi.:)technical support.providing assistance to us customer through call and email:),hi   technical support providing assistance us customer call email   ,83,11
4766,1,if you text on your way to cup stop that should work. And that should be BUS,text way cup stop work   and bus,76,18
4767,1,Whens your radio show?,when radio show  ,22,6
4768,0,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,your unique user id 1172   for removal send stop 87239 customer services 08708034412,89,16
4769,1,I'm not sure if its still available though,i  m sure still available though,42,9
4770,1,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories   feeling   ,120,23
4771,1,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheers lou   yeah was a goodnite shame u neva came   c ya gailxx,62,15
4772,1,Hi..i got the money da:),hi    got money da   ,24,8
4773,1,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi   mobile       lt   gt     added contact list www fullonsms com it great place send free sms people for visit fullonsms com,158,34
4774,1,Ok then u tell me wat time u coming later lor.,ok u tell wat time u coming later lor  ,46,12
4775,1,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions   wat  s e road name ur house  ,61,15
4776,1,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",so many people seems special first sight   but remain special till last sight    maintain till life ends    sh jas,156,32
4777,1,Quite lor. But dun tell him wait he get complacent...,quite lor   but dun tell wait get complacent    ,53,12
4778,1,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot   pop em round week still  ,73,15
4779,1,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r the most beautiful girl ive ever seen   u r my baby come and c me in the common room,87,22
4780,1,O we cant see if we can join denis and mina? Or does denis want alone time,o ca nt see join denis mina   or denis want alone time,74,19
4781,1,Sen told that he is going to join his uncle finance in cbe,sen told going join uncle finance cbe,58,13
4782,1,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup     hey one day fri ask miwa jiayin take leave go karaoke,80,18
4783,1,"Call me, i am senthil from hsbc.",call   senthil hsbc  ,32,9
4784,1,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since talk boston personal statement   lol   i woulda changed realized said nyc   it says boston  ,147,32
4785,1,Indeed and by the way it was either or - not both !,indeed way either    ,51,13
4786,0,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent  call 09066649731from landline   your complimentary 4   ibiza holiday   10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18  ,146,27
4787,1,Holy living christ what is taking you so long,holy living christ taking long,45,9
4788,1,Ü thk of wat to eat tonight.,ü thk wat eat tonight  ,28,8
4789,1,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx   yup coming back sun   finish dinner going back 2 hotel   time flies    re tog 4 exactly mth today   hope  ll haf many mths come    ,157,39
4790,1,We're on the opposite side from where we dropped you off,we  re opposite side dropped,56,12
4791,1,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup   izzit still raining heavily cos  m e mrt ca n t c outside  ,68,18
4792,1,Send me your resume:-),send resume    ,22,5
4793,1,Gd luck 4 ur exams :-),gd luck 4 ur exams    ,22,6
4794,1,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,or u ask next sat   if make  m ok lor  ,84,25
4795,1,Sorry that was my uncle. I.ll keep in touch,sorry uncle   i ll keep touch,43,10
4796,1,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys dolls last night patrick swayze great,62,12
4797,0,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,urgent this 2nd attempt contact u  your   900 prize yesterday still awaiting collection   to claim call now 09061702893,135,25
4798,0,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,santa calling   would little ones like call santa xmas eve   call 09077818151 book time   calls1 50ppm last 3mins 30s t c www santacalling com,158,28
4799,1,Just come home. I don't want u to be miserable,just come home   i n t want u miserable,46,12
4800,1,I dont know why she.s not getting your messages,i nt know she s getting messages,47,10
4801,1,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",cool tyler take  re gon na buy drop place later tonight   our total order quarter   got enough  ,151,37
4802,1,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",the guy car shop flirting got phone number paperwork called texted   i  m nervous course may address   should call boss tell   knowing may get fired  ,240,53
4803,1,Reverse is cheating. That is not mathematics.,reverse cheating   that mathematics  ,45,9
4804,1,How do you plan to manage that,how plan manage,30,7
4805,1,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",er   hello   things didn t quite go plan   limping slowly home followed aa exhaust hanging,110,23
4806,1,Sorry for the delay. Yes masters,sorry delay   yes masters,32,7
4807,1,Call me when u finish then i come n pick u.,call u finish come n pick u ,43,11
4808,0,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,private   your 2004 account statement 078498    7 shows 786 unredeemed bonus points   to claim call 08719180219 identifier code   45239 expires 06 05 05,153,24
4809,1,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,what  s oga   left phone home saw ur messages   hope good   have great weekend  ,110,28
4810,1,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",do n t worry though   i understand important i put place poorly thought punishment face worst thing ever happened   brb gon na go kill,201,44
4811,1,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",honey   pls find much sell predicte nigeria   and many times used   its important reply monday,151,33
4812,1,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building   i might b slightly earlier     i  ll call u  m reaching    ,86,20
4813,1,"fyi I'm at usf now, swing by the room whenever",fyi i  m usf   swing room whenever,46,12
4814,1,i can call in  &lt;#&gt;  min if thats ok,call     lt   gt     min ok,41,14
4815,1,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart    happy birthday dear,84,16
4816,1,Ü no home work to do meh... ,ü home work meh    ,28,8
4817,1,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything valuable 2 situations   first  before getting     second  after loosing    ,98,18
4818,1,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,me   mark taking forever pick prescription pain coming back  ,86,19
4819,1,How's ur paper?,how  s ur paper  ,15,5
4820,1,Got smaller capacity one? Quite ex...,got smaller capacity one   quite ex    ,37,8
